type, total_sales, name
Kobe, 25, Kobe 5 Bruce Lee
Kobe, 15, Kobe 5 Dark Knight
Kobe, 7, Kobe 5 Draft Day
Kobe, 34, Kobe 5 Joker (Chaos)
Kobe, 5, Kobe 5 Lower Merion Aces (Away)
Kobe, 13, Kobe 5 POP Away
Kobe, 55, Kobe 5 Prelude (Finals MVP)
Kobe, 2, Kobe 5 USC Trojans
Kobe, 14, Kobe 6 ASG East LA
Kobe, 11, Kobe 6 ASG Hollywood 3D
Kobe, 13, Kobe 6 ASG Orange County Sunset
Kobe, 19, Kobe 6 ASG West Challenge Red
Kobe, 20, Kobe 6 BHM (2011)
Kobe, 15, Kobe 6 Black Del Sol
Kobe, 50, Kobe 6 Black Mamba Collection Fade to Black
Kobe, 11, Kobe 6 Blue Camo
Kobe, 4, Kobe 6 Bred
Kobe, 12, Kobe 6 China 3D
Kobe, 9, Kobe 6 Concord
Kobe, 3, Kobe 6 Draft Day
Kobe, 5, Kobe 6 FC Barcelona Home
Kobe, 1, Kobe 6 FC Barcelona Mango
Kobe, --, Kobe 6 Grey Black
Kobe, 53, Kobe 6 Grinch
Kobe, 15, Kobe 6 Helicopter
Kobe, 8, Kobe 6 Imperial Purple
Kobe, 3, Kobe 6 Italian Camo
Kobe, 5, Kobe 6 Kay Yow Think Pink
Kobe, 4, Kobe 6 Lakers Home
Kobe, 8, Kobe 6 Lightbulb
Kobe, 9, Kobe 6 Lower Merion Aces
Kobe, 61, Kobe 6 Prelude (All Star MVP)
Kobe, --, Kobe 6 Purple Gradient
Kobe, 26, Kobe 6 Supreme Chaos
Kobe, 21, Kobe 6 Supreme Rice
Kobe, 3, Kobe 6 Team Bank Colorways
Kobe, 2, Kobe 6 Urban Camo
Kobe, 4, Kobe 7 Barcelona (Away)
Kobe, 3, Kobe 7 Barcelona (Home)
Kobe, 8, Kobe 7 Black History Month
Kobe, 33, Kobe 7 Black Mamba Collection Fade to Black
Kobe, 19, Kobe 7 Black White Del Sol
Kobe, 3, Kobe 7 Black White Wolf Grey
Kobe, 32, Kobe 7 Cheetah
Kobe, 63, Kobe 7 Christmas (Leopard)
Kobe, --, Kobe 7 Concord
Kobe, 4, Kobe 7 Duke
Kobe, 21, Kobe 7 Elite (Away)
Kobe, 25, Kobe 7 Elite (Home)
Kobe, 4, Kobe 7 Fireberry (London)
Kobe, 2, Kobe 7 Galaxy (GS)
Kobe, 58, Kobe 7 Galaxy AS
Kobe, 14, Kobe 7 Gold Medal
Kobe, 3, Kobe 7 Grey Cheetah
Kobe, 45, Kobe 7 Invisibility Cloak
Kobe, 7, Kobe 7 Lakers Home
Kobe, 6, Kobe 7 Lower Merion Aces
Kobe, 3, Kobe 7 Opening Day
Kobe, 2, Kobe 7 Poison Dart Frog (Blue)
Kobe, 1, Kobe 7 Poison Dart Frog (GS)
Kobe, 17, Kobe 7 Poison Dart Frog (LAL)
Kobe, 33, Kobe 7 Poison Dart Frog (Mint)
Kobe, 42, Kobe 7 Prelude (London)
Kobe, 11, Kobe 7 Shark
Kobe, --, Kobe 7 Team Bank Black
Kobe, --, Kobe 7 Team Bank Gorge Green
Kobe, --, Kobe 7 Team Bank Gym Red
Kobe, --, Kobe 7 Team Bank Orange Blaze
Kobe, 5, Kobe 7 USA Olympic
Kobe, 31, Kobe 7 What the Kobe
Kobe, 5, Kobe 7 Wolf
Kobe, 15, Kobe 7 Year of the Dragon
Kobe, 6, Kobe 7 Yin and Yang
Kobe, 20, Kobe 8 Barcelona Tiger
Kobe, 36, Kobe 8 Black Mamba Collection Fade to Black
Kobe, 16, Kobe 8 Blue Blitz
Kobe, 22, Kobe 8 Challenge Red
Kobe, 84, Kobe 8 Christmas (2012)
Kobe, 27, Kobe 8 EXT Year of the Snake (Black)
Kobe, 32, Kobe 8 EXT Year of the Snake (Red)
Kobe, 95, Kobe 8 Easter
Kobe, 56, Kobe 8 Elite Supehero
Kobe, 12, Kobe 8 Elite+ Black Gold
Kobe, 52, Kobe 8 GC Venice Beach
Kobe, 13, Kobe 8 Graffiti
Kobe, --, Kobe 8 Graffiti (GS)
Kobe, 55, Kobe 8 Mambacurial
Kobe, 30, Kobe 8 Milk Snake
Kobe, 11, Kobe 8 Mine Grey
Kobe, --, Kobe 8 NSW Gorge Green
Kobe, 6, Kobe 8 NSW Mexican Blanket
Kobe, 41, Kobe 8 Pit Viper
Kobe, 51, Kobe 8 Playoffs Purple Platinum
Kobe, 43, Kobe 8 Prelude (Reflection)
Kobe, 16, Kobe 8 Python
Kobe, 136, Kobe 8 SS Christmas (2013)
Kobe, 3, Kobe 8 SS Christmas 2013 (GS)
Kobe, 1, Kobe 8 Shanghai Fireworks
Kobe, 20, Kobe 8 Sulfur - Electric
Kobe, 6, Kobe 8 System Green Glow Laser Orange
Kobe, 2, Kobe 8 System Philippines Black Silver
Kobe, 10, Kobe 8 Volt
Kobe, 113, Kobe 8 What the Kobe (WTK)
Kobe, 43, Kobe 8 Year of the Horse
Kobe, 34, Kobe 8 Year of the Snake (Port)
Kobe, 81, Kobe 8+ All-Star Area 72
Kobe, 12, Kobe 8+ Supernatural
Kobe, 2, Kobe 9 EM Deep Garnet
Kobe, 6, Kobe 9 EM Gym Blue University Gold
Kobe, 17, Kobe 9 EM Low Brazil
Kobe, 88, Kobe 9 EM Low Bruce Lee
Kobe, 54, Kobe 9 EM Low China
Kobe, 10, Kobe 9 EM Low Dusty Cactus
Kobe, 70, Kobe 9 EM Low Easter
Kobe, 16, Kobe 9 EM Low Hyper Cobalt
Kobe, 19, Kobe 9 EM Low Indpendence Day
Kobe, 1, Kobe 9 EM Low Metallic Silver
Kobe, 9, Kobe 9 EM Low Peach Mango
Kobe, 36, Kobe 9 EM Low Phillipines
Kobe, 24, Kobe 9 EM Low Unleashed
Kobe, 4, Kobe 9 EM XDR China
Kobe, --, Kobe 9 EXT Black Mamba
Kobe, 41, Kobe 9 EXT High Snakeskin
Kobe, 26, Kobe 9 EXT Mid Black Mamba
Kobe, 114, Kobe 9 Elite Black History Month
Kobe, 54, Kobe 9 Elite Black Mamba Collection Fade to Black
Kobe, 24, Kobe 9 Elite Brave Blue
Kobe, 113, Kobe 9 Elite Christmas (2014)
Kobe, 90, Kobe 9 Elite Detail
Kobe, --, Kobe 9 Elite GS Barbershop
Kobe, 56, Kobe 9 Elite Gold Fundamentals
Kobe, 31, Kobe 9 Elite Hero Draft Day Expression
Kobe, 35, Kobe 9 Elite Influence
Kobe, 60, Kobe 9 Elite Inspiration
Kobe, --, Kobe 9 Elite Lakers (GS)
Kobe, 93, Kobe 9 Elite Low Beethoven
Kobe, --, Kobe 9 Elite Low HTM Milan (All Colors)
Kobe, 90, Kobe 9 Elite Low Michael Jackson Moonwalker
Kobe, 22, Kobe 9 Elite Low Multicolor (NikeID)(Black Tongue)
Kobe, --, Kobe 9 Elite Low Multicolor (NikeID)(White Tongue)
Kobe, 76, Kobe 9 Elite Low University Red
Kobe, 44, Kobe 9 Elite Masterpiece
Kobe, 169, Kobe 9 Elite NOLA Gumbo League "Maestro"
Kobe, 76, Kobe 9 Elite Perspective
Kobe, 1, Kobe 9 Elite Perspective (GS)
Kobe, 1, Kobe 9 Elite Premium Low HTM Milan Black
Kobe, 2, Kobe 9 Elite Premium Low HTM Milan Black Multi-Color
Kobe, --, Kobe 9 Elite Premium Low HTM Milan Grey
Kobe, 1, Kobe 9 Elite Premium Low HTM Milan White Multi-Color
Kobe, 1, Kobe 9 Elite Premium QS Black
Kobe, 1, Kobe 9 Elite Premium QS Volt
Kobe, 37, Kobe 9 Elite Sequoia
Kobe, 66, Kobe 9 Elite Team Showtime
Kobe, 34, Kobe 9 Elite Victory Restored
Kobe, 238, Kobe 9 Elite What the Kobe
Kobe, 18, Kobe 9 High KRM EXT Black Mamba
Kobe, 36, Kobe 9 KRM EXT High Red Mamba
Kobe, 2, Kobe 9 NSW Year of the Horse
Kobe, 44, Kobe A.D. Baseline White Court Purple
Kobe, 2, Kobe A.D. Baseline White Gum
Kobe, 98, Kobe A.D. Big Stage
Kobe, 286, Kobe A.D. Black Gum
Kobe, 3, Kobe A.D. Black History Month (2017)
Kobe, 66, Kobe A.D. Black Mamba
Kobe, 26, Kobe A.D. Black White
Kobe, 374, Kobe A.D. DeMar DeRozan Blue
Kobe, 3, Kobe A.D. DeMar DeRozan Bred PE
Kobe, 39, Kobe A.D. Derozan PE Compton
Kobe, 109, Kobe A.D. Detached
Kobe, 62, Kobe A.D. Fearless
Kobe, 119, Kobe A.D. Flip the Switch
Kobe, 33, Kobe A.D. Grey Snake
Kobe, 131, Kobe A.D. Honesty
Kobe, 96, Kobe A.D. Igloo
Kobe, 34, Kobe A.D. Isaiah Thomas PE
Kobe, 222, Kobe A.D. Lakers Black Mamba
Kobe, 59, Kobe A.D. Light Bone
Kobe, 9, Kobe A.D. Light Bone (GS)
Kobe, 7, Kobe A.D. Midnight Navy
Kobe, 46, Kobe A.D. NCAA
Kobe, 102, Kobe A.D. NXT Black White
Kobe, 142, Kobe A.D. NXT Mambacurial
Kobe, 173, Kobe A.D. NXT University Red
Kobe, 186, Kobe A.D. NXT White Black
Kobe, 70, Kobe A.D. NXT Wolf Grey
Kobe, 36, Kobe A.D. Optimism
Kobe, 52, Kobe A.D. Oregon
Kobe, 89, Kobe A.D. Passion
Kobe, 82, Kobe A.D. Pure Platinum
Kobe, 64, Kobe A.D. Purple Stardust
Kobe, 109, Kobe A.D. Rise
Kobe, 2, Kobe A.D. TB Black
Kobe, 1, Kobe A.D. TB Game Royal
Kobe, 2, Kobe A.D. TB Gorge Green
Kobe, --, Kobe A.D. TB Midnight Navy
Kobe, 1, Kobe A.D. TB University Red
Kobe, 3, Kobe A.D. TB White Black
Kobe, --, Kobe A.D. TB Wolf Grey
Kobe, --, Kobe A.D. Time to Shine
Kobe, 69, Kobe A.D. University Red
Kobe, 20, Kobe A.D. White Black
Kobe, 60, Kobe A.D. White Ice
Kobe, 34, Kobe AD Black Purple
Kobe, 14, Kobe AD Black Racer Blue
Kobe, 3, Kobe AD Green Strike
Kobe, 11, Kobe AD Lakers Amarillo
Kobe, 15, Kobe AD Lakers Hyper Grape
Kobe, --, Kobe AD Midnight Navy
Kobe, --, Kobe AD Military Blue
Kobe, 41, Kobe AD Moon Particle
Kobe, --, Kobe AD Orange Blaze
Kobe, 3, Kobe AD Pacific Blue
Kobe, 3, Kobe AD Promo University Gold
Kobe, 801, Kobe AD Sail Multi-Color
Kobe, --, Kobe AD TB Purple
Kobe, --, Kobe AD TB University Blue
Kobe, 52, Kobe AD White Black
Kobe, 1, Kobe AD White Rush Blue
Kobe, 11, Kobe Aston Martin Pack V-Hyperdunk
Kobe, 965, Kobe NXT 360 Black Multi-Color
Kobe, 71, Kobe NXT 360 Black Multi-Color 2.0
Kobe, 272, Kobe NXT 360 Infrared
Kobe, 283, Kobe NXT 360 Yellow Strike
Kobe, 5, Kobe Venomenon 4 Glow-In-The-Dark
Kobe, --, Nike KB Mentality 2 Game Royal University Red
Kobe, 11, Nike KB Mentality Black Metallic Gold Chilling Red
Kobe, 5, Nike Kobe 4 Chaos Joker
Kobe, 1, Nike Kobe 6 Metallic Silver Metallic Silver White
Kobe, 160, Nike Kobe A.D. Devin Booker PE
Kobe, 105, Nike Kobe Elite Low 4KB Liquid Lime
Kobe, --, Nike Kobe X Blackout Blackout (GS)
Kobe, 23, Nike Mamba Instinct Anthracite Black
Kobe, 1, Nike Mamba Instinct Bred
Kobe, --, Nike Mamba Instinct Dark Grey
Kobe, 1, Nike Mamba Instinct Pure Platinum
Kobe, 2, Nike Mamba Rage Anthracite Aurora Green (GS)
Kobe, --, Nike Mamba Rage Blue Nebula
Kobe, --, Nike Mamba Rage Lakers Away
Kobe, 2, Nike Mamba Rage Pink Blast
Kobe, 24, Nike Zoom Huarache 2K4 Black Mamba Collection Fade to Black
Kobe, 1, Zoom Kobe 2 Carpe Diem
Kobe, --, Zoom Kobe 2 Lakers
Kobe, --, Zoom Kobe 4 Black White Royal Red
Kobe, 1, Zoom Kobe Icon Black White
Kobe, 1, Zoom Kobe Icon Metallic Gold
Kobe, --, Zoom Kobe Venomenon 4 Diffused Jade
Kobe, --, Zoom Kobe Venomenon 5 Black Metallic
Kobe, 312, Kobe 1 Protro Purple Reign
Kobe, 9, Kobe 1 Protro USA
Kobe, 67, Kobe 10 All Star
Kobe, 18, Kobe 10 Easter
Kobe, 184, Kobe 10 Elite High What the
Kobe, 39, Kobe 10 Radiant Emerald
Kobe, 17, Kobe 10 Vino
Kobe, 2, Kobe 2 ST USA
Kobe, 7, Kobe 4 Four Rings
Kobe, 1, Kobe 4 Rice High School PE Home
Kobe, --, Kobe 5 Lower Merion Aces Home
Kobe, 24, Kobe 5 Prelude (Finals MVP) (GS)
Kobe, 5, Kobe 6 Dark Knight
Kobe, 3, Kobe 6 Steelers
Kobe, --, Kobe 7 Team Bank Game Royal
Kobe, 17, Kobe 8 Blue Glow
Kobe, 1, Kobe 8 Pit Viper (GS)
Kobe, 12, Kobe 8 Sport Pack All-Star (2013)
Kobe, 29, Kobe 9 EM Low Laser Crimson
Kobe, 20, Kobe 9 EM Low Silk
Kobe, 64, Kobe A.D. Black White Gum
Kobe, 31, Kobe A.D. NXT Volt
Kobe, 118, Kobe A.D. Port Wine
Kobe, 40, Kobe A.D. Ruthless Precision
Kobe, 213, Kobe AD Black Multi-Color
Kobe, 120, Kobe NXT 360 Multi-Color
Kobe, 164, Kobe NXT 360 White Multi-Color
Kobe, 181, Nike Mamba Rage Grinch
Kobe, --, Kobe 1 Protro Noise Cancelling Pack
Kobe, 3, Kobe 1 Protro Undefeated Purple (F&F)
Kobe, 7, Kobe 10 EXT Liquid Gold
Kobe, --, Kobe 11 Kentucky Away PE
Kobe, 2, Kobe 11 Low Quai54 (Friends & Family)
Kobe, --, Kobe 11 Peach Jam PE
Kobe, 12, Kobe 3 Prelude Misery (GS)
Kobe, 2, Kobe 4 Rice High School PE Away
Kobe, 5, Kobe 6 Prelude All-Star MVP (GS)
Kobe, 2, Kobe 7 Christmas (GS)
Kobe, 5, Kobe 7 Prelude (GS)
Kobe, 33, Kobe 8 Black History Month
Kobe, 6, Kobe A.D. PK80
Kobe, 2, Kobe 4 Lower Merion
Kobe, --, Kobe 10 5AM Flight (GS)
Kobe, --, Kobe 10 All Star (GS)
Kobe, --, Kobe 10 High EXT White Gum
Kobe, 5, Kobe 10 Mid EXT Black Metallic Gold
Kobe, 2, Kobe 2 Prelude (4-50+ Points) (GS)
Kobe, 8, Kobe 5 Lakers
Kobe, --, Kobe 8 Mine Grey (GS)
Kobe, 2, Kobe 8 Prelude Reflectiion (GS)
Kobe, --, Kobe 9 EM Deep Garnet (GS)
Kobe, --, Kobe 9 Easter (GS)
Kobe, 3, Kobe 9 Elite Masterpiece (GS)
Kobe, 1, Kobe 9 Elite Purple Venom (GS)
Kobe, --, Kobe 9 High EXT Black Mamba
Kobe, --, Kobe 9 Low Mamba Moment
Kobe, 2, Kobe 9 Peach Jam
Kobe, --, Nike KB Mentality Lakers (GS)
Kobe, --, Nike KB Mentality White Metallic Gold Black
Kobe, 4, Nike Kobe 1 MPLS
Kobe, 12, Kobe 11 Elite GCR Great Career Recall
Lebron, 469, Air Zoom Generation Black White Retro
Lebron, 1656, Air Zoom Generation SVSM Retro
Lebron, 68, Air Zoom Generation Vachetta Tan
Lebron, 234, Air Zoom Generation White Black Retro
Lebron, 26, LeBron 11 Akron vs. Miami
Lebron, 4, LeBron 11 All-Star (GS)
Lebron, 52, LeBron 11 Away
Lebron, 76, LeBron 11 Black History Month
Lebron, 1, LeBron 11 Black History Month (GS)
Lebron, 14, LeBron 11 Blackout
Lebron, 118, LeBron 11 Christmas
Lebron, 1, LeBron 11 Christmas (GS)
Lebron, 15, LeBron 11 Diffused Jade
Lebron, 17, LeBron 11 Dunkman
Lebron, 36, LeBron 11 EXT Blue Suede
Lebron, 33, LeBron 11 EXT Denim
Lebron, 57, LeBron 11 EXT Kings Crown
Lebron, 17, LeBron 11 Elite Black Gold
Lebron, 45, LeBron 11 Elite Hero
Lebron, 15, LeBron 11 Elite Maison 3M Blue
Lebron, 52, LeBron 11 Elite SE Metallic Gold
Lebron, 30, LeBron 11 Elite Team
Lebron, 43, LeBron 11 Everglades
Lebron, 27, LeBron 11 Forging Iron
Lebron, 24, LeBron 11 Gamma Blue
Lebron, 58, LeBron 11 Graffiti
Lebron, 26, LeBron 11 Independence Day
Lebron, 113, LeBron 11 King's Pride
Lebron, 7, LeBron 11 Knicks
Lebron, 4, LeBron 11 Low Biscayne
Lebron, 51, LeBron 11 Low Black Gum
Lebron, 41, LeBron 11 Low China
Lebron, 4, LeBron 11 Low Dunkman
Lebron, 21, LeBron 11 Low Easter
Lebron, --, LeBron 11 Low Entourage (GS)
Lebron, 8, LeBron 11 Low Floridian
Lebron, 6, LeBron 11 Low Independence Day
Lebron, 1, LeBron 11 Low Laser Crimson
Lebron, 5, LeBron 11 Low Magnet Grey
Lebron, 11, LeBron 11 Low Maison Polka Dots
Lebron, 35, LeBron 11 Low SE Multi-Color
Lebron, 21, LeBron 11 Low Sprite
Lebron, 1, LeBron 11 Low Turbo Green
Lebron, 8, LeBron 11 Maison Luster Volt
Lebron, 75, LeBron 11 Miami Nights
Lebron, 69, LeBron 11 NBA 2K14
Lebron, 307, LeBron 11 NOLA Gumbo League "Gator King"
Lebron, --, LeBron 11 NSW Hazelnut
Lebron, --, LeBron 11 NSW King of Miami
Lebron, --, LeBron 11 NSW King of the Streets
Lebron, --, LeBron 11 NSW Leopard
Lebron, --, LeBron 11 NSW Lifestyle BHM (2014)
Lebron, --, LeBron 11 NSW Miami Vice
Lebron, --, LeBron 11 NSW University Red
Lebron, 156, LeBron 11 South Beach
Lebron, --, LeBron 11 South Beach (GS)
Lebron, 30, LeBron 11 Summit Lake Hornets
Lebron, 4, LeBron 11 T-Rex (GS)
Lebron, 30, LeBron 11 Terracotta Warrior
Lebron, 522, LeBron 11 What the LeBron
Lebron, 52, LeBron 12 23 Chromosomes
Lebron, 24, LeBron 12 Akron Birch
Lebron, 1, LeBron 12 Akron Birch (GS)
Lebron, 43, LeBron 12 All Star Game
Lebron, 31, LeBron 12 BHM 2015
Lebron, --, LeBron 12 Buckets (GS)
Lebron, 34, LeBron 12 Data
Lebron, 31, LeBron 12 Double Helix
Lebron, 14, LeBron 12 Dunk Force
Lebron, 80, LeBron 12 EXT Cork
Lebron, 39, LeBron 12 EXT King's Cloak
Lebron, 43, LeBron 12 EXT Prism
Lebron, 40, LeBron 12 EXT Rubber City
Lebron, 17, LeBron 12 EXT Tennis Ball
Lebron, 43, LeBron 12 EXT Wheat
Lebron, 12, LeBron 12 Easter
Lebron, 19, LeBron 12 Elite Elevate
Lebron, 14, LeBron 12 Elite Rose Gold
Lebron, 28, LeBron 12 Elite SP Pigalle
Lebron, 23, LeBron 12 Elite Team
Lebron, 8, LeBron 12 Flight
Lebron, 2, LeBron 12 Fruity Pebbles (GS)
Lebron, 52, LeBron 12 Heart of a Lion
Lebron, 31, LeBron 12 Independence Day
Lebron, 21, LeBron 12 Instinct
Lebron, --, LeBron 12 Low Cavs Classic
Lebron, 29, LeBron 12 Low Court Purple
Lebron, 9, LeBron 12 Low Earned
Lebron, --, LeBron 12 Low Gone Fishing (GS)
Lebron, 6, LeBron 12 Low Hyper Cobalt
Lebron, 33, LeBron 12 Low LeBronold Palmer PRM
Lebron, 55, LeBron 12 Low LeBronold Palmer PRM EP
Lebron, 23, LeBron 12 Low Remix
Lebron, 28, LeBron 12 Low SVSM
Lebron, 46, LeBron 12 Low University Red
Lebron, 50, LeBron 12 NSRL
Lebron, 7, LeBron 12 NSW Black Challenge Red
Lebron, 1, LeBron 12 NSW Challenge Red
Lebron, 2, LeBron 12 NSW Fireberry Denim
Lebron, 1, LeBron 12 NSW Lights Out
Lebron, 2, LeBron 12 NSW Lion's Mane
Lebron, --, LeBron 12 NSW White
Lebron, --, LeBron 12 Reptile (GS)
Lebron, 17, LeBron 12 Six Meridians
Lebron, --, LeBron 12 Superman (GS)
Lebron, 20, LeBron 12 Trillion Dollar Man
Lebron, 21, LeBron 12 What If
Lebron, 166, LeBron 12 What the LeBron
Lebron, 40, LeBron 12 Witness
Lebron, 46, LeBron 13 All-Star (2016)
Lebron, --, LeBron 13 Away (GS)
Lebron, 15, LeBron 13 BHM (2016)
Lebron, 2, LeBron 13 Balance
Lebron, 38, LeBron 13 Black Lion
Lebron, 6, LeBron 13 Blue Lagoon
Lebron, 3, LeBron 13 Bronze
Lebron, --, LeBron 13 Bronze (GS)
Lebron, 29, LeBron 13 Christmas
Lebron, --, LeBron 13 Christmas (GS)
Lebron, 42, LeBron 13 Doernbecher
Lebron, 2, LeBron 13 Doernbecher (GS)
Lebron, 9, LeBron 13 EXT Luxbron
Lebron, 14, LeBron 13 Easter
Lebron, 2, LeBron 13 Elite Black
Lebron, 30, LeBron 13 Elite Built For Battle
Lebron, 5, LeBron 13 Elite Game Time
Lebron, 9, LeBron 13 Elite Gold
Lebron, 7, LeBron 13 Elite University Red
Lebron, 70, LeBron 13 Friday the 13th
Lebron, 27, LeBron 13 Lava
Lebron, 65, LeBron 13 Low Anthracite Gum
Lebron, 5, LeBron 13 Low Birds of Paradise
Lebron, 4, LeBron 13 Low Black Red
Lebron, --, LeBron 13 Low Black Red White
Lebron, 13, LeBron 13 Low Cavs
Lebron, 7, LeBron 13 Low Cool Grey
Lebron, 40, LeBron 13 Low Family Foundation
Lebron, 8, LeBron 13 Low Metallic Silver
Lebron, 6, LeBron 13 Low Olympic
Lebron, 6, LeBron 13 Low Phantom
Lebron, 28, LeBron 13 Low Team Red Gum
Lebron, 2, LeBron 13 Low USA
Lebron, 32, LeBron 13 Midnight Navy
Lebron, 4, LeBron 13 On Court
Lebron, 24, LeBron 13 Pot of Gold
Lebron, 41, LeBron 14 Agimat
Lebron, --, LeBron 14 Agimat (Special Box)
Lebron, 28, LeBron 14 BHM (2017)
Lebron, 77, LeBron 14 Bred
Lebron, 7, LeBron 14 Cocoa Beach (GS)
Lebron, 74, LeBron 14 Flip the Switch
Lebron, --, LeBron 14 Flip the Switch (GS)
Lebron, 18, LeBron 14 Low Dunkman
Lebron, 33, LeBron 14 Low Light Bone
Lebron, 10, LeBron 14 Low Mint Foam
Lebron, 3, LeBron 14 Low Prism Pink
Lebron, 86, LeBron 14 MAG
Lebron, --, LeBron 14 Mag (GS)
Lebron, 28, LeBron 14 Out of Nowhere
Lebron, 11, LeBron 14 Red Carpet
Lebron, 3, LeBron 14 Ric Flair (GS)
Lebron, 58, LeBron 14 Silver
Lebron, 1, LeBron 14 The Undertaker (GS)
Lebron, 4, LeBron 14 Time to Shine
Lebron, 3, LeBron 14 Ultimate Warrior (GS)
Lebron, 22, LeBron 14 University Red
Lebron, 3, LeBron 14 University Red (GS)
Lebron, 24, LeBron 14 Wine
Lebron, 35, LeBron 14 Zero Dark Thirty 23
Lebron, 391, LeBron 15 Ashes
Lebron, 3, LeBron 15 Ashes (GS)
Lebron, 34, LeBron 15 BHM (2018)
Lebron, 413, LeBron 15 Black Bright Crimson
Lebron, 79, LeBron 15 Black Bright Crimson (GS)
Lebron, 556, LeBron 15 Black Gold
Lebron, 128, LeBron 15 Black Gum
Lebron, 194, LeBron 15 Black History Month (2018)
Lebron, 919, LeBron 15 Cereal
Lebron, 262, LeBron 15 City Series
Lebron, 8, LeBron 15 Diamond Turf (House of Hoops Special Box and Accessories)
Lebron, --, LeBron 15 EP Black Gum
Lebron, 57, LeBron 15 Fruity Pebbles (GS)
Lebron, 288, LeBron 15 Ghost
Lebron, 26, LeBron 15 Ghost (GS)
Lebron, 464, LeBron 15 Graffiti
Lebron, 29, LeBron 15 Graffiti (GS)
Lebron, 760, LeBron 15 Griffey
Lebron, 4, LeBron 15 Griffey (House of Hoops Special Box and Accessories)
Lebron, 358, LeBron 15 Lifestyle KITH Concrete
Lebron, 302, LeBron 15 Lifestyle KITH Stained Glass
Lebron, 102, LeBron 15 Low Blackout
Lebron, 107, LeBron 15 Low Melon
Lebron, 63, LeBron 15 Low Signal Blue
Lebron, 63, LeBron 15 Low Supernova
Lebron, 117, LeBron 15 Low University Red
Lebron, 634, LeBron 15 Multi-Color
Lebron, 19, LeBron 15 Multi-Color (GS)
Lebron, 3, LeBron 15 Multi-Color (PS)
Lebron, 387, LeBron 15 New Heights
Lebron, 753, LeBron 15 Orange Box
Lebron, 7, LeBron 15 Orange Box (House of Hoops Special Box and Accessories)
Lebron, 483, LeBron 15 Performance KITH King's Cloak
Lebron, 258, LeBron 15 Performance KITH Rose Gold
Lebron, 305, LeBron 15 Performance KITH Suit of Armor
Lebron, 71, LeBron 15 Pride of Ohio
Lebron, 1489, LeBron 15 Red Diamond Turf
Lebron, 683, LeBron 15 Rust Pink
Lebron, 100, LeBron 15 Rust Pink (GS)
Lebron, 29, LeBron 15 Safety Orange (GS)
Lebron, --, LeBron 15 Wine
Lebron, 1954, LeBron 16 1 Thru 5 (What The)
Lebron, --, LeBron 16 EP 1 Thru 5
Lebron, --, LeBron 16 EP I'm King
Lebron, 6, LeBron 16 Equality 2019 (GS)
Lebron, 235, LeBron 16 Equality Away (2019)
Lebron, 292, LeBron 16 Equality Home (2019)
Lebron, 26, LeBron 16 Fresh Bred (GS)
Lebron, --, LeBron 16 Fresh Bred (PS)
Lebron, 1, LeBron 16 Fresh Bred (TD)
Lebron, 706, LeBron 16 HFR (W)
Lebron, 665, LeBron 16 I Promise
Lebron, 9, LeBron 16 I Promise (GS)
Lebron, 1, LeBron 16 I'm King (GS)
Lebron, 722, LeBron 16 King
Lebron, 26, LeBron 16 King (GS)
Lebron, 2, LeBron 16 Little Big Cats (TD)
Lebron, 205, LeBron 16 Multi-Color
Lebron, 216, LeBron 16 Oreo
Lebron, --, LeBron 16 Strive (GS)
Lebron, --, LeBron 16 Strive (PS)
Lebron, --, LeBron 16 Strive (TD)
Lebron, 9, LeBron 16 Superman (PS)
Lebron, 5, LeBron 16 Superman (TD)
Lebron, 807, LeBron 16 Superman SuperBron
Lebron, 474, LeBron 3 Black Gold (2018)
Lebron, 444, LeBron 3 Christ The King (2018)
Lebron, 102, LeBron 3 Superman Red (2019)
Lebron, 1321, LeBron Icon John Elliott White
Lebron, 6, LeBron Soldier 11 Cavs
Lebron, --, LeBron Soldier 11 Kay Yow
Lebron, --, LeBron Soldier 11 TB College Navy
Lebron, --, LeBron Soldier 11 TB Team Red
Lebron, 1, LeBron Soldier 11 TB University Red
Lebron, 1, LeBron Soldier 11 White Metallic Silver Black
Lebron, 1, LeBron Soldier 12 SVSM Home (GS)
Lebron, --, LeBron Solider 12 Flyease Black Battle Blue
Lebron, 1, LeBron Witness 3 Bred
Lebron, 16, LeBron X Celebration Pack
Lebron, 82, LeBron X EXT Black Suede
Lebron, 112, LeBron X EXT Denim
Lebron, 24, LeBron X Elite Miami Dade
Lebron, 35, LeBron X Elite Total Crimson
Lebron, 33, LeBron X Elite+ White Gold
Lebron, 7, LeBron X Low Akron Aeros
Lebron, --, LeBron X Low Black Total Crimson
Lebron, 6, LeBron X Low Knicks HWC
Lebron, 22, LeBron X Low LeBroncurial
Lebron, 29, LeBron X Low Reptile
Lebron, 6, LeBron X Low Sprite
Lebron, 1, LeBron X Low USA
Lebron, 16, LeBron X Low Watermelon
Lebron, 2, LeBron X NSW Black Sail
Lebron, --, LeBron X NSW Dark Olive
Lebron, --, LeBron X NSW Hazelnut
Lebron, 2, LeBron X NSW Night Stadium
Lebron, 174, LeBron X Re-Entry
Lebron, 14, LeBron X What the MVP
Lebron, 1108, LeBron Zoom Soldier 1 Think 16 (25 Straight)
Lebron, 69, LeBron Zoom Soldier 10 Black Gold (Nike iD)
